,country,year,sex,suicides_rate
1534,France,1994,female,66.3
1535,France,1994,male,233.65
1536,France,1995,female,66.24
1537,France,1995,male,226.38
1538,France,1996,female,62.93000000000001
1539,France,1996,male,208.28999999999996
1540,France,1997,female,60.87
1541,France,1997,male,205.45999999999998
1542,France,1998,female,55.56
1543,France,1998,male,198.09
1544,France,1999,female,56.21999999999999
1545,France,1999,male,189.61
1546,France,2000,female,56.29
1547,France,2000,male,200.94
1548,France,2001,female,53.63
1549,France,2001,male,186.30999999999997
1550,France,2002,female,54.91
1551,France,2002,male,183.73000000000002
1552,France,2003,female,52.72
1553,France,2003,male,188.59
1554,France,2004,female,53.36
1555,France,2004,male,179.15
1556,France,2005,female,52.09
1557,France,2005,male,180.0
1558,France,2006,female,50.03
1559,France,2006,male,170.59999999999997
1560,France,2007,female,47.29
1561,France,2007,male,166.4
1562,France,2008,female,47.18999999999999
1563,France,2008,male,169.01999999999998
1564,France,2009,female,47.35
1565,France,2009,male,168.89000000000001
1566,France,2010,female,46.540000000000006
1567,France,2010,male,164.63000000000002
1568,France,2011,female,44.470000000000006
1569,France,2011,male,166.71000000000004
1570,France,2012,female,41.6
1571,France,2012,male,157.38
1572,France,2013,female,40.330000000000005
1573,France,2013,male,152.0
1574,France,2014,female,37.82
1575,France,2014,male,141.74
1576,Georgia,1990,female,14.370000000000001
1577,Georgia,1990,male,50.06
1578,Georgia,1991,female,13.600000000000001
1579,Georgia,1991,male,39.449999999999996
1580,Georgia,1992,female,13.4
1581,Georgia,1992,male,47.07999999999999
1582,Georgia,1994,female,10.559999999999999
1583,Georgia,1994,male,26.740000000000002
1584,Georgia,1995,female,8.39
1585,Georgia,1995,male,32.349999999999994
1586,Georgia,1996,female,15.040000000000001
1587,Georgia,1996,male,44.66000000000001
1588,Georgia,1997,female,11.25
1589,Georgia,1997,male,49.400000000000006
1590,Georgia,1998,female,9.479999999999999
1591,Georgia,1998,male,39.82
1592,Georgia,1999,female,13.400000000000002
1593,Georgia,1999,male,55.17999999999999
1594,Georgia,2000,female,9.270000000000001
1595,Georgia,2000,male,37.370000000000005
1596,Georgia,2001,female,9.870000000000001
1597,Georgia,2001,male,25.32
1598,Georgia,2004,female,8.27
1599,Georgia,2004,male,58.27
1600,Georgia,2005,female,5.619999999999999
1601,Georgia,2005,male,22.739999999999995
1602,Georgia,2006,female,4.15
1603,Georgia,2006,male,19.36
1604,Georgia,2007,female,6.11
1605,Georgia,2007,male,30.48
1606,Georgia,2009,female,12.32
1607,Georgia,2009,male,52.739999999999995
1608,Georgia,2010,female,4.81
1609,Georgia,2010,male,29.52
1610,Georgia,2011,female,3.6399999999999997
1611,Georgia,2011,male,32.67
1612,Georgia,2012,female,3.8100000000000005
1613,Georgia,2012,male,31.07
1614,Georgia,2013,female,6.14
1615,Georgia,2013,male,49.42999999999999
1616,Georgia,2014,female,11.49
1617,Georgia,2014,male,62.99999999999999
1618,Georgia,2015,female,19.380000000000003
1619,Georgia,2015,male,65.30000000000001
1620,Germany,1990,female,68.0
1621,Germany,1990,male,191.45
1622,Germany,1991,female,66.79
1623,Germany,1991,male,191.32
1624,Germany,1992,female,63.949999999999996
1625,Germany,1992,male,186.09
1626,Germany,1993,female,56.419999999999995
1627,Germany,1993,male,179.08
1628,Germany,1994,female,54.019999999999996
1629,Germany,1994,male,176.77
1630,Germany,1995,female,55.410000000000004
1631,Germany,1995,male,178.17
1632,Germany,1996,female,51.28
1633,Germany,1996,male,165.14
1634,Germany,1997,female,49.97
1635,Germany,1997,male,160.98999999999998
1636,Germany,1998,female,44.589999999999996
1637,Germany,1998,male,155.92000000000002
1638,Germany,1999,female,44.480000000000004
1639,Germany,1999,male,144.76000000000002
1640,Germany,2000,female,41.98
1641,Germany,2000,male,143.57000000000002
1642,Germany,2001,female,42.63999999999999
1643,Germany,2001,male,143.14
1644,Germany,2002,female,43.480000000000004
1645,Germany,2002,male,140.48000000000002
1646,Germany,2003,female,42.620000000000005
1647,Germany,2003,male,138.62
1648,Germany,2004,female,39.629999999999995
1649,Germany,2004,male,132.6
1650,Germany,2005,female,37.55
1651,Germany,2005,male,123.94
1652,Germany,2006,female,34.51
1653,Germany,2006,male,118.01
1654,Germany,2007,female,32.79
1655,Germany,2007,male,113.73
1656,Germany,2008,female,33.129999999999995
1657,Germany,2008,male,112.39000000000001
1658,Germany,2009,female,31.55
1659,Germany,2009,male,113.97000000000001
1660,Germany,2010,female,34.39999999999999
1661,Germany,2010,male,117.77
1662,Germany,2011,female,34.08
1663,Germany,2011,male,118.74
1664,Germany,2012,female,34.51
1665,Germany,2012,male,113.79999999999998
1666,Germany,2013,female,35.2
1667,Germany,2013,male,117.87999999999998
1668,Germany,2014,female,34.169999999999995
1669,Germany,2014,male,118.87
1670,Germany,2015,female,35.23
1671,Germany,2015,male,115.11000000000001
1672,Greece,1985,female,16.51
1673,Greece,1985,male,41.66
1674,Greece,1986,female,13.8
1675,Greece,1986,male,47.41
1676,Greece,1987,female,14.27
1677,Greece,1987,male,48.79
1678,Greece,1988,female,15.420000000000002
1679,Greece,1988,male,44.7
1680,Greece,1989,female,13.209999999999999
1681,Greece,1989,male,41.32
1682,Greece,1990,female,9.389999999999999
1683,Greece,1990,male,42.099999999999994
1684,Greece,1991,female,10.73
1685,Greece,1991,male,43.83999999999999
1686,Greece,1992,female,9.03
1687,Greece,1992,male,39.900000000000006
1688,Greece,1993,female,12.840000000000002
1689,Greece,1993,male,40.260000000000005
1690,Greece,1994,female,8.71
1691,Greece,1994,male,38.129999999999995
1692,Greece,1995,female,7.11
1693,Greece,1995,male,42.57
1694,Greece,1996,female,8.379999999999999
1695,Greece,1996,male,36.75000000000001
1696,Greece,1997,female,6.68
1697,Greece,1997,male,40.980000000000004
1698,Greece,1998,female,8.52
1699,Greece,1998,male,39.75
1700,Greece,1999,female,9.379999999999999
1701,Greece,1999,male,36.36
1702,Greece,2000,female,9.65
1703,Greece,2000,male,35.21
1704,Greece,2001,female,5.709999999999999
1705,Greece,2001,male,33.1
1706,Greece,2002,female,7.43
1707,Greece,2002,male,30.92
1708,Greece,2003,female,6.9799999999999995
1709,Greece,2003,male,33.69
1710,Greece,2004,female,6.03
1711,Greece,2004,male,34.89
1712,Greece,2005,female,8.47
1713,Greece,2005,male,38.059999999999995
1714,Greece,2006,female,6.950000000000001
1715,Greece,2006,male,38.46
1716,Greece,2007,female,6.550000000000001
1717,Greece,2007,male,27.36
1718,Greece,2008,female,5.66
1719,Greece,2008,male,34.64
1720,Greece,2009,female,5.72
1721,Greece,2009,male,35.25
1722,Greece,2010,female,4.1499999999999995
1723,Greece,2010,male,35.75
1724,Greece,2011,female,9.030000000000001
1725,Greece,2011,male,39.64999999999999
1726,Greece,2012,female,9.339999999999998
1727,Greece,2012,male,43.98
1728,Greece,2013,female,10.47
1729,Greece,2013,male,44.64
1730,Greece,2014,female,11.209999999999999
1731,Greece,2014,male,48.61000000000001
1732,Greece,2015,female,10.080000000000002
1733,Greece,2015,male,45.98
1734,Grenada,1985,female,0.0
1735,Grenada,1985,male,25.08
1736,Grenada,1988,female,8.55
1737,Grenada,1988,male,38.25
1738,Grenada,1989,female,0.0
1739,Grenada,1989,male,65.09
1740,Grenada,1990,female,0.0
1741,Grenada,1990,male,24.75
1742,Grenada,1991,female,0.0
1743,Grenada,1991,male,0.0
1744,Grenada,1992,female,0.0
1745,Grenada,1992,male,0.0
1746,Grenada,1993,female,0.0
1747,Grenada,1993,male,34.21
1748,Grenada,1994,female,0.0
1749,Grenada,1994,male,60.82
1750,Grenada,1995,female,51.95
1751,Grenada,1995,male,0.0
1752,Grenada,1996,female,0.0
1753,Grenada,1996,male,11.96
1754,Grenada,2001,female,0.0
1755,Grenada,2001,male,0.0
1756,Grenada,2002,female,0.0
1757,Grenada,2002,male,0.0
1758,Grenada,2003,female,0.0
1759,Grenada,2003,male,69.18
1760,Grenada,2004,female,0.0
1761,Grenada,2004,male,13.37
1762,Grenada,2005,female,14.02
1763,Grenada,2005,male,146.8
1764,Grenada,2006,female,0.0
1765,Grenada,2006,male,9.89
1766,Grenada,2007,female,12.99
1767,Grenada,2007,male,35.35
1768,Grenada,2008,female,0.0
1769,Grenada,2008,male,0.0
1770,Grenada,2009,female,0.0
1771,Grenada,2009,male,0.0
1772,Grenada,2010,female,0.0
1773,Grenada,2010,male,0.0
1774,Grenada,2011,female,0.0
1775,Grenada,2011,male,20.73
1776,Grenada,2012,female,0.0
1777,Grenada,2012,male,18.009999999999998
1778,Grenada,2013,female,0.0
1779,Grenada,2013,male,0.0
1780,Grenada,2014,female,0.0
1781,Grenada,2014,male,0.0
1782,Grenada,2015,female,0.0
1783,Grenada,2015,male,0.0
1784,Grenada,2016,female,0.0
1785,Grenada,2016,male,0.0
1786,Guatemala,1986,female,5.199999999999999
1787,Guatemala,1986,male,37.63999999999999
1788,Guatemala,1987,female,13.12
1789,Guatemala,1987,male,44.8
1790,Guatemala,1988,female,4.43
1791,Guatemala,1988,male,42.809999999999995
1792,Guatemala,1989,female,4.22
1793,Guatemala,1989,male,31.009999999999998
1794,Guatemala,1990,female,3.7199999999999998
1795,Guatemala,1990,male,30.35
1796,Guatemala,1991,female,4.76
1797,Guatemala,1991,male,28.759999999999998
1798,Guatemala,1992,female,7.159999999999999
1799,Guatemala,1992,male,31.09
1800,Guatemala,1993,female,4.1499999999999995
1801,Guatemala,1993,male,27.020000000000003
1802,Guatemala,1994,female,2.6999999999999997
1803,Guatemala,1994,male,23.2
1804,Guatemala,1995,female,7.130000000000001
1805,Guatemala,1995,male,27.0
1806,Guatemala,1996,female,3.89
1807,Guatemala,1996,male,26.16
1808,Guatemala,1997,female,4.82
1809,Guatemala,1997,male,21.69
1810,Guatemala,1998,female,7.17
1811,Guatemala,1998,male,29.89
1812,Guatemala,1999,female,4.359999999999999
1813,Guatemala,1999,male,32.14
1814,Guatemala,2000,female,4.08
1815,Guatemala,2000,male,23.339999999999996
1816,Guatemala,2001,female,5.09
1817,Guatemala,2001,male,25.5
1818,Guatemala,2002,female,11.05
1819,Guatemala,2002,male,29.479999999999997
1820,Guatemala,2003,female,5.0600000000000005
1821,Guatemala,2003,male,32.28
1822,Guatemala,2004,female,5.989999999999999
1823,Guatemala,2004,male,23.939999999999998
1824,Guatemala,2005,female,4.96
1825,Guatemala,2005,male,27.65
1826,Guatemala,2006,female,7.78
1827,Guatemala,2006,male,34.169999999999995
1828,Guatemala,2007,female,5.96
1829,Guatemala,2007,male,34.31
1830,Guatemala,2008,female,9.159999999999998
1831,Guatemala,2008,male,45.6
1832,Guatemala,2009,female,11.189999999999998
1833,Guatemala,2009,male,46.379999999999995
1834,Guatemala,2010,female,6.2
1835,Guatemala,2010,male,29.229999999999997
1836,Guatemala,2011,female,8.54
1837,Guatemala,2011,male,26.15
1838,Guatemala,2012,female,8.450000000000001
1839,Guatemala,2012,male,33.35
1840,Guatemala,2013,female,8.39
1841,Guatemala,2013,male,32.3
1842,Guatemala,2014,female,10.74
1843,Guatemala,2014,male,35.14
1844,Guatemala,2015,female,11.0
1845,Guatemala,2015,male,33.849999999999994
1846,Guyana,1988,female,20.28
1847,Guyana,1988,male,71.64
1848,Guyana,1989,female,41.54
1849,Guyana,1989,male,143.34
1850,Guyana,1990,female,40.79
1851,Guyana,1990,male,136.27
1852,Guyana,1991,female,42.51
1853,Guyana,1991,male,190.33
1854,Guyana,1992,female,44.63000000000001
1855,Guyana,1992,male,137.52
1856,Guyana,1993,female,22.8
1857,Guyana,1993,male,94.01
1858,Guyana,1994,female,43.08
1859,Guyana,1994,male,119.12
1860,Guyana,1995,female,31.93
1861,Guyana,1995,male,176.79000000000002
1862,Guyana,1996,female,18.78
1863,Guyana,1996,male,109.53
1864,Guyana,1997,female,22.16
1865,Guyana,1997,male,60.489999999999995
1866,Guyana,1998,female,5.0200000000000005
1867,Guyana,1998,male,59.839999999999996
1868,Guyana,1999,female,80.55000000000001
1869,Guyana,1999,male,233.07000000000002
1870,Guyana,2001,female,68.47
1871,Guyana,2001,male,312.28999999999996
1872,Guyana,2002,female,53.73
1873,Guyana,2002,male,258.2
1874,Guyana,2003,female,86.04
1875,Guyana,2003,male,296.5
1876,Guyana,2004,female,90.84
1877,Guyana,2004,male,309.16
1878,Guyana,2005,female,66.06
1879,Guyana,2005,male,267.90000000000003
1880,Guyana,2006,female,78.98
1881,Guyana,2006,male,315.62000000000006
1882,Guyana,2007,female,97.63
1883,Guyana,2007,male,276.11999999999995
1884,Guyana,2008,female,87.04
1885,Guyana,2008,male,266.58
1886,Guyana,2009,female,85.13000000000001
1887,Guyana,2009,male,216.65
1888,Guyana,2010,female,76.38
1889,Guyana,2010,male,326.69
1890,Guyana,2011,female,70.86
1891,Guyana,2011,male,278.66999999999996
1892,Guyana,2012,female,75.58
1893,Guyana,2012,male,292.40000000000003
1894,Guyana,2013,female,70.35000000000001
1895,Guyana,2013,male,286.03000000000003
1896,Hungary,1991,female,147.35
1897,Hungary,1991,male,427.65000000000003
1898,Hungary,1992,female,134.15
1899,Hungary,1992,male,436.10999999999996
1900,Hungary,1993,female,125.70000000000002
1901,Hungary,1993,male,413.58
1902,Hungary,1994,female,122.92000000000002
1903,Hungary,1994,male,412.89
1904,Hungary,1995,female,116.92999999999999
1905,Hungary,1995,male,376.49000000000007
1906,Hungary,1996,female,120.89999999999999
1907,Hungary,1996,male,361.84000000000003
1908,Hungary,1997,female,106.41
1909,Hungary,1997,male,364.03
1910,Hungary,1998,female,98.25
1911,Hungary,1998,male,338.53
1912,Hungary,1999,female,100.13
1913,Hungary,1999,male,383.74999999999994
1914,Hungary,2000,female,103.92
1915,Hungary,2000,male,360.64000000000004
1916,Hungary,2001,female,82.69
1917,Hungary,2001,male,326.29
1918,Hungary,2002,female,76.39
1919,Hungary,2002,male,306.35999999999996
1920,Hungary,2003,female,76.26
1921,Hungary,2003,male,295.78
1922,Hungary,2004,female,75.04000000000002
1923,Hungary,2004,male,294.43
1924,Hungary,2005,female,65.42
1925,Hungary,2005,male,286.59
1926,Hungary,2006,female,65.5
1927,Hungary,2006,male,247.16
1928,Hungary,2007,female,63.54
1929,Hungary,2007,male,263.78000000000003
1930,Hungary,2008,female,63.07
1931,Hungary,2008,male,268.60999999999996
1932,Hungary,2009,female,58.220000000000006
1933,Hungary,2009,male,252.50000000000003
1934,Hungary,2010,female,58.769999999999996
1935,Hungary,2010,male,262.53999999999996
1936,Hungary,2011,female,61.10000000000001
1937,Hungary,2011,male,238.74999999999997
1938,Hungary,2012,female,59.31
1939,Hungary,2012,male,246.65000000000003
1940,Hungary,2013,female,53.94
1941,Hungary,2013,male,212.29000000000002
1942,Hungary,2014,female,45.25
1943,Hungary,2014,male,199.06
1944,Hungary,2015,female,53.88
1945,Hungary,2015,male,203.39
1946,Hungary,2016,female,51.03
1947,Hungary,2016,male,190.31
1948,Iceland,1985,female,34.86
1949,Iceland,1985,male,136.19
1950,Iceland,1986,female,81.48
1951,Iceland,1986,male,133.62
1952,Iceland,1987,female,72.92999999999999
1953,Iceland,1987,male,137.01000000000002
1954,Iceland,1988,female,32.86
1955,Iceland,1988,male,135.12
1956,Iceland,1989,female,41.33
1957,Iceland,1989,male,68.79
1958,Iceland,1990,female,20.060000000000002
1959,Iceland,1990,male,160.25
1960,Iceland,1991,female,35.660000000000004
1961,Iceland,1991,male,164.07
1962,Iceland,1992,female,21.759999999999998
1963,Iceland,1992,male,101.13000000000001
1964,Iceland,1993,female,27.949999999999996
1965,Iceland,1993,male,81.07
1966,Iceland,1994,female,37.49
1967,Iceland,1994,male,87.95000000000002
1968,Iceland,1995,female,31.130000000000003
1969,Iceland,1995,male,98.53
1970,Iceland,1996,female,28.97
1971,Iceland,1996,male,148.38
1972,Iceland,1997,female,28.19
1973,Iceland,1997,male,135.83
1974,Iceland,1998,female,35.400000000000006
1975,Iceland,1998,male,105.68999999999998
1976,Iceland,1999,female,31.959999999999997
1977,Iceland,1999,male,96.95999999999998
1978,Iceland,2000,female,29.83
1979,Iceland,2000,male,178.16
1980,Iceland,2001,female,27.380000000000003
1981,Iceland,2001,male,135.68
1982,Iceland,2002,female,45.32
1983,Iceland,2002,male,85.91999999999999
1984,Iceland,2003,female,25.58
1985,Iceland,2003,male,75.39
1986,Iceland,2004,female,38.07
1987,Iceland,2004,male,130.74
1988,Iceland,2005,female,27.740000000000002
1989,Iceland,2005,male,87.25999999999999
1990,Iceland,2006,female,31.88
1991,Iceland,2006,male,74.51
1992,Iceland,2007,female,34.0
1993,Iceland,2007,male,129.29000000000002
1994,Iceland,2008,female,37.980000000000004
1995,Iceland,2008,male,98.11000000000001
1996,Iceland,2009,female,17.88
1997,Iceland,2009,male,105.85000000000001
1998,Iceland,2010,female,31.71
1999,Iceland,2010,male,152.56
2000,Iceland,2011,female,18.380000000000003
2001,Iceland,2011,male,74.57
2002,Iceland,2012,female,38.67
2003,Iceland,2012,male,106.74000000000001
2004,Iceland,2013,female,62.589999999999996
2005,Iceland,2013,male,158.65
2006,Iceland,2014,female,42.410000000000004
2007,Iceland,2014,male,155.54999999999998
2008,Iceland,2015,female,45.69
2009,Iceland,2015,male,94.96000000000001
2010,Iceland,2016,female,14.68
2011,Iceland,2016,male,123.39000000000001
2012,Ireland,1985,female,21.04
2013,Ireland,1985,male,81.12
2014,Ireland,1986,female,23.199999999999996
2015,Ireland,1986,male,81.68
2016,Ireland,1987,female,24.46
2017,Ireland,1987,male,70.96000000000001
2018,Ireland,1988,female,24.58
2019,Ireland,1988,male,88.66
2020,Ireland,1989,female,25.3
2021,Ireland,1989,male,85.25999999999999
2022,Ireland,1990,female,29.39
2023,Ireland,1990,male,96.29
2024,Ireland,1991,female,22.13
2025,Ireland,1991,male,104.39999999999999
2026,Ireland,1992,female,21.979999999999997
2027,Ireland,1992,male,115.89
2028,Ireland,1993,female,22.880000000000003
2029,Ireland,1993,male,94.27
2030,Ireland,1994,female,29.419999999999998
2031,Ireland,1994,male,113.4
2032,Ireland,1995,female,27.26
2033,Ireland,1995,male,116.58000000000001
2034,Ireland,1996,female,20.299999999999997
2035,Ireland,1996,male,125.24
2036,Ireland,1997,female,28.69
2037,Ireland,1997,male,127.46000000000001
2038,Ireland,1998,female,22.22
2039,Ireland,1998,male,139.95000000000002
2040,Ireland,1999,female,27.25
2041,Ireland,1999,male,113.97000000000001
2042,Ireland,2000,female,25.05
2043,Ireland,2000,male,117.31
2044,Ireland,2001,female,22.659999999999997
2045,Ireland,2001,male,126.31000000000002
2046,Ireland,2002,female,24.05
2047,Ireland,2002,male,111.77
2048,Ireland,2003,female,28.43
2049,Ireland,2003,male,106.33999999999999
2050,Ireland,2004,female,20.17
2051,Ireland,2004,male,109.25
2052,Ireland,2005,female,25.590000000000003
2053,Ireland,2005,male,95.52
2054,Ireland,2006,female,21.46
2055,Ireland,2006,male,105.0
2056,Ireland,2007,female,24.14
2057,Ireland,2007,male,97.63
2058,Ireland,2008,female,31.279999999999998
2059,Ireland,2008,male,98.27999999999999
2060,Ireland,2009,female,26.59
2061,Ireland,2009,male,106.04000000000002
2062,Ireland,2010,female,24.920000000000005
2063,Ireland,2010,male,95.38000000000001
2064,Ireland,2011,female,22.46
2065,Ireland,2011,male,116.12
2066,Ireland,2012,female,23.21
2067,Ireland,2012,male,114.45000000000002
2068,Ireland,2013,female,23.02
2069,Ireland,2013,male,94.39
2070,Ireland,2014,female,20.5
2071,Ireland,2014,male,99.18
2072,Israel,1985,female,32.89000000000001
2073,Israel,1985,male,79.14
2074,Israel,1986,female,41.87
2075,Israel,1986,male,88.41
2076,Israel,1987,female,39.309999999999995
2077,Israel,1987,male,94.30000000000003
2078,Israel,1988,female,37.08
2079,Israel,1988,male,87.07999999999998
2080,Israel,1989,female,50.550000000000004
2081,Israel,1989,male,119.77000000000001
2082,Israel,1990,female,31.700000000000003
2083,Israel,1990,male,90.56
2084,Israel,1991,female,38.330000000000005
2085,Israel,1991,male,101.01
2086,Israel,1992,female,34.800000000000004
2087,Israel,1992,male,96.14999999999998
2088,Israel,1993,female,34.84
2089,Israel,1993,male,102.38999999999999
2090,Israel,1994,female,43.980000000000004
2091,Israel,1994,male,105.91
2092,Israel,1995,female,38.42
2093,Israel,1995,male,89.00999999999999
2094,Israel,1996,female,26.660000000000004
2095,Israel,1996,male,83.85
2096,Israel,1997,female,27.500000000000004
2097,Israel,1997,male,99.08
2098,Israel,1998,female,23.42
2099,Israel,1998,male,76.69
2100,Israel,1999,female,21.85
2101,Israel,1999,male,80.73
2102,Israel,2000,female,22.55
2103,Israel,2000,male,86.01
2104,Israel,2001,female,20.5
2105,Israel,2001,male,87.73
2106,Israel,2002,female,21.58
2107,Israel,2002,male,71.91
2108,Israel,2003,female,16.560000000000002
2109,Israel,2003,male,80.61
2110,Israel,2004,female,21.369999999999997
2111,Israel,2004,male,77.07
2112,Israel,2005,female,28.35
2113,Israel,2005,male,74.56
2114,Israel,2006,female,18.810000000000002
2115,Israel,2006,male,61.709999999999994
2116,Israel,2007,female,12.489999999999998
2117,Israel,2007,male,61.17999999999999
2118,Israel,2008,female,13.51
2119,Israel,2008,male,73.82000000000001
2120,Israel,2009,female,17.099999999999998
2121,Israel,2009,male,63.22
2122,Israel,2010,female,15.54
2123,Israel,2010,male,83.93
2124,Israel,2011,female,15.549999999999999
2125,Israel,2011,male,71.86
2126,Israel,2012,female,15.100000000000001
2127,Israel,2012,male,68.68999999999998
2128,Israel,2013,female,15.129999999999999
2129,Israel,2013,male,59.08
2130,Israel,2014,female,15.470000000000002
2131,Israel,2014,male,55.79
2132,Israel,2015,female,14.110000000000001
2133,Israel,2015,male,51.8
2134,Italy,1985,female,31.34
2135,Italy,1985,male,102.05999999999999
2136,Italy,1986,female,31.109999999999996
2137,Italy,1986,male,99.93999999999998
2138,Italy,1987,female,28.33
2139,Italy,1987,male,97.21000000000001
2140,Italy,1988,female,28.310000000000002
2141,Italy,1988,male,93.5
2142,Italy,1989,female,26.26
2143,Italy,1989,male,90.38
2144,Italy,1990,female,26.130000000000003
2145,Italy,1990,male,95.85
2146,Italy,1991,female,26.42
2147,Italy,1991,male,89.44999999999999
2148,Italy,1992,female,24.96
2149,Italy,1992,male,90.51999999999998
2150,Italy,1993,female,24.7
2151,Italy,1993,male,96.44
2152,Italy,1994,female,24.230000000000004
2153,Italy,1994,male,94.69999999999999
2154,Italy,1995,female,23.449999999999996
2155,Italy,1995,male,94.56
2156,Italy,1996,female,25.37
2157,Italy,1996,male,90.08000000000001
2158,Italy,1997,female,23.490000000000002
2159,Italy,1997,male,93.55000000000001
2160,Italy,1998,female,21.18
2161,Italy,1998,male,92.66
2162,Italy,1999,female,20.009999999999998
2163,Italy,1999,male,79.71
2164,Italy,2000,female,20.910000000000004
2165,Italy,2000,male,78.31
2166,Italy,2001,female,18.709999999999997
2167,Italy,2001,male,77.16
2168,Italy,2002,female,17.76
2169,Italy,2002,male,76.85
2170,Italy,2003,female,18.83
2171,Italy,2003,male,75.58999999999999
2172,Italy,2004,female,18.009999999999998
2173,Italy,2004,male,73.32000000000001
2174,Italy,2005,female,17.639999999999997
2175,Italy,2005,male,64.95
2176,Italy,2006,female,15.4
2177,Italy,2006,male,66.21000000000001
2178,Italy,2007,female,15.46
2179,Italy,2007,male,66.50000000000001
2180,Italy,2008,female,15.93
2181,Italy,2008,male,65.75999999999999
2182,Italy,2009,female,14.950000000000001
2183,Italy,2009,male,66.97999999999999
2184,Italy,2010,female,14.76
2185,Italy,2010,male,66.01
2186,Italy,2011,female,14.900000000000002
2187,Italy,2011,male,71.17999999999999
2188,Italy,2012,female,16.09
2189,Italy,2012,male,69.36
2190,Italy,2013,female,16.47
2191,Italy,2013,male,68.39
2192,Italy,2014,female,15.59
2193,Italy,2014,male,66.54
2194,Italy,2015,female,14.570000000000002
2195,Italy,2015,male,63.88
2196,Jamaica,1985,female,3.1999999999999997
2197,Jamaica,1985,male,5.84
2198,Jamaica,1986,female,0.0
2199,Jamaica,1986,male,0.57
2200,Jamaica,1987,female,1.46
2201,Jamaica,1987,male,6.32
2202,Jamaica,1988,female,2.86
2203,Jamaica,1988,male,1.34
2204,Jamaica,1989,female,0.0
2205,Jamaica,1989,male,0.0
2206,Jamaica,1990,female,0.0
2207,Jamaica,1990,male,1.32
2208,Jamaica,1991,female,0.0
2209,Jamaica,1991,male,0.9
2210,Jamaica,2000,female,0.0
2211,Jamaica,2000,male,1.16
2212,Jamaica,2001,female,0.41
2213,Jamaica,2001,male,2.39
2214,Jamaica,2002,female,0.0
2215,Jamaica,2002,male,0.7
2216,Jamaica,2003,female,0.41
2217,Jamaica,2003,male,0.5
2218,Jamaica,2004,female,0.0
2219,Jamaica,2004,male,0.74
2220,Jamaica,2005,female,2.77
2221,Jamaica,2005,male,23.399999999999995
2222,Jamaica,2006,female,0.0
2223,Jamaica,2006,male,0.0
2224,Jamaica,2009,female,1.4900000000000002
2225,Jamaica,2009,male,19.639999999999997
2226,Jamaica,2010,female,0.0
2227,Jamaica,2010,male,1.16
2228,Jamaica,2011,female,2.4499999999999997
2229,Jamaica,2011,male,25.410000000000004
2230,Japan,1985,female,107.69000000000001
2231,Japan,1985,male,192.78
2232,Japan,1986,female,119.92999999999998
2233,Japan,1986,male,203.61999999999998
2234,Japan,1987,female,108.67
2235,Japan,1987,male,186.62000000000003
2236,Japan,1988,female,108.17000000000002
2237,Japan,1988,male,176.55
2238,Japan,1989,female,101.81
2239,Japan,1989,male,161.60999999999999
2240,Japan,1990,female,95.13999999999999
2241,Japan,1990,male,151.23
2242,Japan,1991,female,87.36
2243,Japan,1991,male,147.15
2244,Japan,1992,female,85.40999999999998
2245,Japan,1992,male,154.86999999999998
2246,Japan,1993,female,77.94
2247,Japan,1993,male,146.16000000000003
2248,Japan,1994,female,75.96
2249,Japan,1994,male,152.99
2250,Japan,1995,female,76.77000000000001
2251,Japan,1995,male,151.35999999999999
2252,Japan,1996,female,76.1
2253,Japan,1996,male,152.38000000000002
2254,Japan,1997,female,77.46000000000001
2255,Japan,1997,male,159.92
2256,Japan,1998,female,93.59
2257,Japan,1998,male,213.01000000000002
2258,Japan,1999,female,87.42
2259,Japan,1999,male,211.48
2260,Japan,2000,female,81.86
2261,Japan,2000,male,196.66
2262,Japan,2001,female,77.15
2263,Japan,2001,male,190.01
2264,Japan,2002,female,74.9
2265,Japan,2002,male,190.94
2266,Japan,2003,female,77.87
2267,Japan,2003,male,201.54
2268,Japan,2004,female,73.83999999999999
2269,Japan,2004,male,192.40999999999997
2270,Japan,2005,female,74.19
2271,Japan,2005,male,192.7
2272,Japan,2006,female,75.05
2273,Japan,2006,male,187.19
2274,Japan,2007,female,76.16
2275,Japan,2007,male,192.6
2276,Japan,2008,female,76.46
2277,Japan,2008,male,188.86
2278,Japan,2009,female,74.03
2279,Japan,2009,male,192.65999999999997
2280,Japan,2010,female,72.1
2281,Japan,2010,male,183.38
2282,Japan,2011,female,77.21000000000001
2283,Japan,2011,male,175.20000000000002
2284,Japan,2012,female,67.55000000000001
2285,Japan,2012,male,166.15
2286,Japan,2013,female,67.08
2287,Japan,2013,male,164.08
2288,Japan,2014,female,63.67999999999999
2289,Japan,2014,male,154.53
2290,Japan,2015,female,58.29
2291,Japan,2015,male,147.75
2292,Kazakhstan,1990,female,79.38000000000001
2293,Kazakhstan,1990,male,254.74000000000004
2294,Kazakhstan,1991,female,74.09
2295,Kazakhstan,1991,male,244.57000000000002
2296,Kazakhstan,1992,female,77.24
2297,Kazakhstan,1992,male,246.29
2298,Kazakhstan,1993,female,75.30999999999999
2299,Kazakhstan,1993,male,301.18
2300,Kazakhstan,1994,female,79.89
2301,Kazakhstan,1994,male,334.79
2302,Kazakhstan,1995,female,82.12
2303,Kazakhstan,1995,male,372.55
