,country,year,suicides_rate,population,gdp_per_capita
1772,Russian Federation,2014,259.21999999999997,134713962,183828
1773,Russian Federation,2015,236.91999999999996,137018943,119844
1774,Saint Kitts and Nevis,1990,0.0,39100,64068
1775,Saint Kitts and Nevis,1991,0.0,39100,64416
1776,Saint Kitts and Nevis,1992,0.0,39100,70416
1777,Saint Lucia,1986,59.95,110000,31608
1778,Saint Lucia,1987,141.42000000000002,111300,34500
1779,Saint Lucia,1988,182.20999999999995,113000,38928
1780,Saint Lucia,1989,88.91000000000001,118566,42060
1781,Saint Lucia,1990,26.919999999999998,120537,48180
1782,Saint Lucia,1991,104.09,122496,50328
1783,Saint Lucia,1992,98.11,124223,54768
1784,Saint Lucia,1993,75.28,125846,54816
1785,Saint Lucia,1994,45.8,127557,56448
1786,Saint Lucia,1995,81.71000000000001,129466,59364
1787,Saint Lucia,1996,61.03000000000001,131621,60372
1788,Saint Lucia,1997,117.53999999999999,133967,60636
1789,Saint Lucia,1998,119.03,136400,64884
1790,Saint Lucia,1999,74.94,138813,67080
1791,Saint Lucia,2000,197.85999999999999,141100,66684
1792,Saint Lucia,2001,59.08,143166,62340
1793,Saint Lucia,2002,187.52000000000004,145168,61860
1794,Saint Lucia,2003,133.26000000000002,147127,67188
1795,Saint Lucia,2004,66.17,149121,71868
1796,Saint Lucia,2005,24.82,151169,75504
1797,Saint Lucia,2006,17.83,153460,88692
1798,Saint Lucia,2008,0.0,157876,97464
1799,Saint Lucia,2009,82.32,159820,94824
1800,Saint Lucia,2010,30.31,161503,102684
1801,Saint Lucia,2011,53.32,162892,105912
1802,Saint Lucia,2012,85.03,163940,105168
1803,Saint Lucia,2013,114.10000000000002,164790,108492
1804,Saint Lucia,2014,91.56,165596,112464
1805,Saint Vincent and Grenadines,1985,32.79,89800,19464
1806,Saint Vincent and Grenadines,1986,0.0,90800,21252
1807,Saint Vincent and Grenadines,1987,0.0,92036,22896
1808,Saint Vincent and Grenadines,1990,72.06,94141,30636
1809,Saint Vincent and Grenadines,1995,85.41,95974,39516
1810,Saint Vincent and Grenadines,1996,85.06,96095,41400
1811,Saint Vincent and Grenadines,1997,30.019999999999996,96255,43356
1812,Saint Vincent and Grenadines,1998,194.42000000000002,96449,46488
1813,Saint Vincent and Grenadines,1999,65.80000000000001,96685,48492
1814,Saint Vincent and Grenadines,2000,44.11,96956,49044
1815,Saint Vincent and Grenadines,2001,160.66000000000003,97341,53016
1816,Saint Vincent and Grenadines,2002,202.92999999999998,97799,56676
1817,Saint Vincent and Grenadines,2003,50.91,98292,58824
1818,Saint Vincent and Grenadines,2004,46.459999999999994,98740,63432
1819,Saint Vincent and Grenadines,2005,72.11,99118,66672
1820,Saint Vincent and Grenadines,2006,122.06999999999998,99463,73704
1821,Saint Vincent and Grenadines,2007,102.39,99689,78468
1822,Saint Vincent and Grenadines,2008,40.28999999999999,99826,83592
1823,Saint Vincent and Grenadines,2009,11.18,99927,81048
1824,Saint Vincent and Grenadines,2010,54.83,100050,81708
1825,Saint Vincent and Grenadines,2011,46.980000000000004,100037,81108
1826,Saint Vincent and Grenadines,2012,97.29,100167,83016
1827,Saint Vincent and Grenadines,2013,0.0,100398,86196
1828,Saint Vincent and Grenadines,2014,80.78,100676,86436
1829,Saint Vincent and Grenadines,2015,28.080000000000002,100948,89952
1830,San Marino,1999,64.35000000000001,25192,579060
1831,San Marino,2000,47.26,25369,521220
1832,San Marino,2005,34.01,28264,831612
1833,Serbia,1998,307.05,7179002,30564
1834,Serbia,1999,344.72999999999996,7162831,30840
1835,Serbia,2000,324.16,7149140,10980
1836,Serbia,2001,297.0,7142410,20616
1837,Serbia,2002,295.91,7138113,27096
1838,Serbia,2003,271.27,7111975,35748
1839,Serbia,2004,262.50999999999993,7086364,42096
1840,Serbia,2005,286.31999999999994,7058982,44628
1841,Serbia,2006,286.06999999999994,7031811,52236
1842,Serbia,2007,258.45,7009610,68976
1843,Serbia,2008,242.60999999999999,6988532,84588
1844,Serbia,2009,258.43000000000006,6968240,73392
1845,Serbia,2010,234.48000000000002,6944871,68184
1846,Serbia,2011,243.45,6900027,80808
1847,Serbia,2012,234.53,6867174,71196
1848,Serbia,2013,217.73,6832840,79944
1849,Serbia,2014,216.78,6801810,78000
1850,Serbia,2015,205.97,6766406,65904
1851,Seychelles,1985,156.18000000000004,57300,35364
1852,Seychelles,1986,23.26,57400,43452
1853,Seychelles,1987,60.72,58300,51312
1854,Seychelles,2001,87.57000000000001,75363,99084
1855,Seychelles,2002,154.12,76904,108840
1856,Seychelles,2003,100.0,78402,108012
1857,Seychelles,2004,63.27000000000001,79735,126312
1858,Seychelles,2005,71.5,80900,136332
1859,Seychelles,2006,275.75,81691,149304
1860,Seychelles,2007,147.64,82331,150648
1861,Seychelles,2008,39.07,82900,140004
1862,Seychelles,2009,43.81,83429,121884
1863,Seychelles,2010,51.989999999999995,83885,138756
1864,Seychelles,2011,51.34,80717,158448
1865,Seychelles,2012,33.5,81224,156528
1866,Seychelles,2013,131.4,82541,193080
1867,Seychelles,2014,43.33,83845,192216
1868,Seychelles,2015,81.25,85949,192060
1869,Singapore,1985,353.36000000000007,2350500,97704
1870,Singapore,1986,324.61,2379300,93660
1871,Singapore,1987,273.56,2407800,104148
1872,Singapore,1988,360.19,2393400,127032
1873,Singapore,1989,354.11,2431100,150168
1874,Singapore,1990,272.03,2511800,172716
1875,Singapore,1991,229.38,2559300,213216
1876,Singapore,1992,205.42,2604000,240348
1877,Singapore,1993,235.14000000000004,2655800,274020
1878,Singapore,1994,246.85000000000005,2712200,326424
1879,Singapore,1995,282.76,2765300,381396
1880,Singapore,1996,208.93999999999997,2823100,409776
1881,Singapore,1997,206.64999999999998,2880000,417348
1882,Singapore,1998,215.35999999999999,2940200,349800
1883,Singapore,1999,166.45000000000005,2997100,345468
1884,Singapore,2000,164.33999999999997,3047600,377352
1885,Singapore,2001,167.80000000000004,3103000,345288
1886,Singapore,2002,172.39000000000001,3165200,348576
1887,Singapore,2003,172.73999999999998,3226200,360804
1888,Singapore,2004,167.47999999999996,3281400,417588
1889,Singapore,2005,180.33,3342400,457464
1890,Singapore,2006,148.74999999999997,3411900,519816
1891,Singapore,2007,165.76000000000002,3389600,637176
1892,Singapore,2008,150.25,3448900,668820
1893,Singapore,2009,149.58,3536100,652956
1894,Singapore,2010,129.23000000000002,3576800,793188
1895,Singapore,2011,116.96,3600900,919656
1896,Singapore,2012,141.61999999999998,3631600,960480
1897,Singapore,2013,137.87,3661456,997812
1898,Singapore,2014,131.78,3689370,1013304
1899,Singapore,2015,109.28999999999998,3719115,981192
1900,Slovakia,1992,214.23000000000002,4909228,37716
1901,Slovakia,1993,195.33999999999997,4935260,40008
1902,Slovakia,1994,185.04000000000005,4974858,48432
1903,Slovakia,1995,198.69999999999993,5005232,61692
1904,Slovakia,1996,174.50000000000006,5032436,66348
1905,Slovakia,1997,164.10000000000002,5058389,65616
1906,Slovakia,1998,161.84,5081100,70452
1907,Slovakia,1999,172.08,5098200,71592
1908,Slovakia,2000,180.08,5111813,68352
1909,Slovakia,2001,171.88,5100256,72240
1910,Slovakia,2002,191.77,5107584,82428
1911,Slovakia,2003,169.16000000000003,5113982,109656
1912,Slovakia,2004,150.89999999999998,5121210,134124
1913,Slovakia,2005,165.37,5126946,146748
1914,Slovakia,2006,0.0,5129369,165156
1915,Slovakia,2007,0.0,5132660,201780
1916,Slovakia,2008,134.20000000000002,5137067,234360
1917,Slovakia,2009,139.08,5141744,207588
1918,Slovakia,2010,143.68,5147562,208644
1919,Slovakia,2012,129.48000000000002,5116922,219072
1920,Slovakia,2013,143.90999999999997,5122209,230712
1921,Slovakia,2014,132.82000000000002,5129686,236148
1922,Slovenia,1995,393.87000000000006,1884000,135492
1923,Slovenia,1996,421.1099999999999,1893100,136152
1924,Slovenia,1997,410.09999999999997,1883900,132168
1925,Slovenia,1998,413.59999999999997,1880300,141204
1926,Slovenia,1999,393.35999999999996,1884400,144492
1927,Slovenia,2000,404.12000000000006,1886483,129396
1928,Slovenia,2001,423.4,1901330,131748
1929,Slovenia,2002,354.3,1906124,148344
1930,Slovenia,2003,376.56000000000006,1907589,186816
1931,Slovenia,2004,298.4799999999999,1907862,216804
1932,Slovenia,2005,337.41,1911817,228144
1933,Slovenia,2006,347.87,1918570,247608
1934,Slovenia,2007,291.44999999999993,1927332,299568
1935,Slovenia,2008,263.09,1943758,343188
1936,Slovenia,2009,268.71000000000004,1942037,310464
1937,Slovenia,2010,265.59,1944774,296268
1938,Slovenia,2011,281.65999999999997,1944561,316524
1939,Slovenia,2012,279.74,1945988,285840
1940,Slovenia,2013,283.0199999999999,1948276,296364
1941,Slovenia,2014,240.36999999999998,1951786,306828
1942,Slovenia,2015,264.81,1954632,264432
1943,South Africa,1996,8.03,37773652,46896
1944,South Africa,1997,4.95,38528157,47520
1945,South Africa,1998,7.699999999999999,39232468,42144
1946,South Africa,1999,10.87,39907560,41088
1947,South Africa,2000,9.54,40568559,40332
1948,South Africa,2001,12.43,41185599,35436
1949,South Africa,2002,6.9799999999999995,41803868,33228
1950,South Africa,2003,9.240000000000002,42415309,49584
1951,South Africa,2004,12.63,43005874,63876
1952,South Africa,2005,15.29,43566107,70968
1953,South Africa,2006,17.919999999999998,44079057,73992
1954,South Africa,2007,12.12,44577435,80496
1955,South Africa,2008,14.139999999999999,43680586,78876
1956,South Africa,2009,10.709999999999999,45607048,78204
1957,South Africa,2010,13.09,46176200,97536
1958,South Africa,2011,9.309999999999999,46806739,106872
1959,South Africa,2012,13.56,47484256,100164
1960,South Africa,2013,14.9,48192699,91344
1961,South Africa,2014,15.079999999999998,48912129,86088
1962,South Africa,2015,13.000000000000002,49627460,76836
1963,Spain,1985,114.93,35997000,60108
1964,Spain,1986,119.83000000000001,36223000,83028
1965,Spain,1987,122.13999999999999,36425700,104724
1966,Spain,1988,127.28,36597300,123000
1967,Spain,1989,126.49,36740400,135096
1968,Spain,1990,129.24,36861400,174204
1969,Spain,1991,121.84000000000002,36958100,186888
1970,Spain,1992,119.00999999999998,37000900,204060
1971,Spain,1993,120.85,37122100,169272
1972,Spain,1994,124.32000000000001,37203100,170676
1973,Spain,1995,123.81,37275300,197328
1974,Spain,1996,126.53,37341200,205992
1975,Spain,1997,131.32,37405000,188856
1976,Spain,1998,124.04,37458900,197676
1977,Spain,1999,119.08,37789271,201072
1978,Spain,2000,122.21000000000002,38319996,186456
1979,Spain,2001,112.4,38713504,194028
1980,Spain,2002,115.64,39340611,215088
1981,Spain,2003,116.48999999999997,39947556,272412
1982,Spain,2004,112.63000000000001,40555823,316464
1983,Spain,2005,107.66,41195479,337104
1984,Spain,2006,99.86999999999999,41808848,362952
1985,Spain,2007,98.94999999999997,42547327,417228
1986,Spain,2008,98.51999999999998,43199484,454176
1987,Spain,2009,98.01999999999998,43490086,413640
1988,Spain,2010,87.44,43595356,394068
1989,Spain,2011,88.58999999999999,43642571,409164
1990,Spain,2012,96.88,44318859,361752
1991,Spain,2013,101.31999999999998,44227625,369504
1992,Spain,2014,104.35000000000002,44172771,374052
1993,Spain,2015,97.38000000000002,44186528,325296
1994,Sri Lanka,1985,558.7200000000001,13857000,5172
1995,Sri Lanka,1986,529.8000000000002,14101400,5448
1996,Sri Lanka,1996,395.71000000000004,16654427,10008
1997,Sri Lanka,1997,472.09999999999997,16775409,10800
1998,Sri Lanka,1998,451.15000000000003,16897691,11220
1999,Sri Lanka,1999,445.23999999999995,17020287,11040
2000,Sri Lanka,2000,427.2900000000001,17140342,11436
2001,Sri Lanka,2001,358.06,17266961,10944
2002,Sri Lanka,2002,339.41,17395955,11412
2003,Sri Lanka,2003,352.75000000000006,17524596,12924
2004,Sri Lanka,2006,328.7300000000001,17891558,18960
2005,Suriname,1985,470.84000000000003,322700,32472
2006,Suriname,1986,211.99,326294,32772
2007,Suriname,1987,251.69999999999996,332013,35412
2008,Suriname,1988,209.72000000000006,339611,41016
2009,Suriname,1989,212.11999999999998,347723,18720
2010,Suriname,1990,214.09,348700,13368
2011,Suriname,1991,215.46,363079,14820
2012,Suriname,1992,137.96,370194,13116
2013,Suriname,1995,182.52,389414,21384
2014,Suriname,1996,84.27000000000001,395805,26088
2015,Suriname,1997,115.69,401814,27768
2016,Suriname,1998,101.95,407606,27816
2017,Suriname,1999,216.70000000000002,413303,25704
2018,Suriname,2000,127.92999999999999,419001,25548
2019,Suriname,2001,218.09,424515,21576
2020,Suriname,2002,214.23000000000002,430176,30084
2021,Suriname,2003,245.99999999999997,435946,34992
2022,Suriname,2004,202.10000000000002,441717,40320
2023,Suriname,2005,211.17,447445,48108
2024,Suriname,2006,298.26,453293,69528
2025,Suriname,2007,356.14000000000004,459086,76764
2026,Suriname,2008,416.81999999999994,464789,91212
2027,Suriname,2009,369.71000000000004,470448,98856
2028,Suriname,2010,425.3,476052,110112
2029,Suriname,2011,353.31000000000006,481521,110208
2030,Suriname,2012,454.11,486964,122724
2031,Suriname,2013,286.79999999999995,492359,125412
2032,Suriname,2014,357.34,497701,126360
2033,Sweden,1987,230.91,7909000,273756
2034,Sweden,1988,231.67,7930900,308772
2035,Sweden,1989,238.33999999999995,7964800,323736
2036,Sweden,1990,222.05000000000004,8005700,386952
2037,Sweden,1991,217.54000000000002,8041100,403476
2038,Sweden,1992,200.77999999999997,8073200,416652
2039,Sweden,1993,200.97000000000003,8112500,310560
2040,Sweden,1994,195.69000000000003,8174100,331896
2041,Sweden,1995,191.72,8233000,384864
2042,Sweden,1996,178.24000000000004,8274300,417828
2043,Sweden,1997,167.19000000000003,8311300,381852
2044,Sweden,1998,175.8,8346300,383592
2045,Sweden,1999,172.64,8378013,387936
2046,Sweden,2000,162.50000000000003,8409008,370752
2047,Sweden,2001,167.49000000000004,8439317,341148
2048,Sweden,2002,162.71,8465828,374100
2049,Sweden,2003,153.41,8490539,467964
2050,Sweden,2004,157.41000000000003,8514314,537972
2051,Sweden,2005,164.61999999999995,8538624,546756
2052,Sweden,2006,160.76,8576044,587724
2053,Sweden,2007,147.38999999999996,8629159,678372
2054,Sweden,2008,155.68,8688504,709860
2055,Sweden,2009,160.4,8755922,588840
2056,Sweden,2010,146.54000000000002,8823125,664224
2057,Sweden,2011,141.77,8884644,760560
2058,Sweden,2012,148.10999999999999,8948909,729312
2059,Sweden,2013,158.20000000000005,9024081,769596
2060,Sweden,2014,149.04999999999998,9114524,755472
2061,Sweden,2015,149.29999999999998,9114524,655548
2062,Sweden,2016,138.84000000000003,8125852,555940
2063,Switzerland,1995,283.07000000000005,6617500,621288
2064,Switzerland,1996,279.89,6652200,595452
2065,Switzerland,1997,266.77,6675200,515076
2066,Switzerland,1998,273.41999999999996,6725167,526464
2067,Switzerland,1999,251.98,6764328,514308
2068,Switzerland,2000,266.2,6809589,479424
2069,Switzerland,2001,261.69,6865842,486984
2070,Switzerland,2002,273.70000000000005,6942010,521028
2071,Switzerland,2003,242.66000000000003,6969293,607668
2072,Switzerland,2004,242.27000000000004,7023166,673476
2073,Switzerland,2005,246.19,7071991,693480
2074,Switzerland,2006,241.62999999999997,7118477,726432
2075,Switzerland,2007,255.81,7183595,801684
2076,Switzerland,2008,237.51,7274875,914424
2077,Switzerland,2009,180.12999999999997,7364558,882348
2078,Switzerland,2010,160.52000000000004,7439147,941688
2079,Switzerland,2011,168.21999999999997,7518040,1116636
2080,Switzerland,2012,165.38999999999996,7595591,1055412
2081,Switzerland,2013,170.26000000000002,7681318,1075608
2082,Switzerland,2014,162.10000000000002,7809621,1089708
2083,Switzerland,2015,164.66,7892502,1032816
2084,Thailand,1985,82.54,46303443,10080
2085,Thailand,1986,71.91000000000001,47331465,10932
2086,Thailand,1987,81.82,48376410,12540
2087,Thailand,1990,95.91999999999999,51228668,19992
2088,Thailand,1991,86.46,51947693,22692
2089,Thailand,1992,83.1,52570440,25440
2090,Thailand,1994,56.27000000000001,52691000,33408
2091,Thailand,1995,93.52000000000001,54366057,37368
2092,Thailand,1996,93.05,55070703,39888
2093,Thailand,1997,86.37,55859088,32268
2094,Thailand,1998,99.55999999999999,56691783,24060
2095,Thailand,1999,109.03,57507860,26436
2096,Thailand,2000,106.10000000000001,58262135,26028
2097,Thailand,2002,103.11999999999999,58263389,27660
2098,Thailand,2003,91.16,60158951,30372
2099,Thailand,2004,86.06,60686373,34188
2100,Thailand,2005,77.99,61182665,37128
2101,Thailand,2006,69.04000000000002,61636512,43176
2102,Thailand,2007,79.14000000000001,58941621,53532
2103,Thailand,2008,78.17999999999999,59216773,59052
2104,Thailand,2009,78.56,59483718,56832
2105,Thailand,2010,80.49999999999999,59769764,68484
2106,Thailand,2011,77.59000000000002,60261832,73836
2107,Thailand,2012,80.68999999999997,60382255,79008
2108,Thailand,2013,79.56000000000002,60766487,83004
2109,Thailand,2014,76.96000000000001,61139919,79944
2110,Thailand,2015,81.15000000000002,61261276,78624
2111,Thailand,2016,77.32,53442001,67130
2112,Trinidad and Tobago,1985,30.17,1008000,87804
2113,Trinidad and Tobago,1986,123.13,1061600,54192
2114,Trinidad and Tobago,1987,155.54000000000002,1078300,53388
2115,Trinidad and Tobago,1988,228.74999999999997,1095600,49248
2116,Trinidad and Tobago,1989,198.16,1070000,48480
2117,Trinidad and Tobago,1990,186.38000000000005,1088500,55872
2118,Trinidad and Tobago,1991,153.53999999999996,1102000,57804
2119,Trinidad and Tobago,1992,194.39000000000001,1132600,57636
2120,Trinidad and Tobago,1993,161.52999999999997,1148300,48792
2121,Trinidad and Tobago,1994,159.4,1162900,51048
2122,Trinidad and Tobago,1995,242.93,1149173,55644
2123,Trinidad and Tobago,1996,196.35999999999999,1156185,59784
2124,Trinidad and Tobago,1997,189.39000000000001,1162267,59244
2125,Trinidad and Tobago,1998,196.04000000000002,1167924,62100
2126,Trinidad and Tobago,1999,145.32,1173276,69636
2127,Trinidad and Tobago,2000,198.31999999999996,1178363,83040
2128,Trinidad and Tobago,2001,205.32999999999998,1183354,89496
2129,Trinidad and Tobago,2002,159.01,1188800,90936
2130,Trinidad and Tobago,2003,158.24999999999997,1194458,113580
2131,Trinidad and Tobago,2004,188.28000000000003,1200116,132792
2132,Trinidad and Tobago,2005,144.14000000000001,1205471,159096
2133,Trinidad and Tobago,2006,133.89000000000001,1209301,182280
2134,Trinidad and Tobago,2007,143.58,1213988,213924
2135,Trinidad and Tobago,2008,178.25,1219336,274284
2136,Trinidad and Tobago,2009,120.24000000000001,1225097,187824
2137,Trinidad and Tobago,2010,150.50000000000003,1231002,216000
2138,Trinidad and Tobago,2011,138.69000000000003,1237186,246684
2139,Turkey,2009,21.29,65962419,117276
2140,Turkey,2010,31.69,66975131,138300
2141,Turkey,2011,23.07,68034357,146844
2142,Turkey,2012,28.4,68976439,152052
2143,Turkey,2013,35.42,69880352,163236
2144,Turkey,2014,30.830000000000005,70931420,158040
2145,Turkey,2015,28.470000000000002,71880464,143532
2146,Turkmenistan,1987,173.60999999999999,2859100,9780
2147,Turkmenistan,1988,162.45,2926300,12348
2148,Turkmenistan,1989,135.33000000000004,2999000,12036
2149,Turkmenistan,1990,172.01,3079800,12432
2150,Turkmenistan,1991,126.94000000000001,3162500,12168
2151,Turkmenistan,1992,111.85,3252900,11808
2152,Turkmenistan,1993,115.42999999999999,3331100,11448
2153,Turkmenistan,1994,116.91999999999999,3423100,8976
2154,Turkmenistan,1995,90.44000000000001,3818200,7800
2155,Turkmenistan,1996,103.64000000000001,3913000,7296
2156,Turkmenistan,1997,100.97,4006400,7344
2157,Turkmenistan,1998,136.50000000000003,4099200,7632
2158,Turkmenistan,1999,145.06,3958754,7428
2159,Turkmenistan,2000,112.13,4026478,8652
2160,Turkmenistan,2001,133.46,4095981,10356
2161,Turkmenistan,2002,115.43,4143692,12924
2162,Turkmenistan,2003,107.02000000000002,4177740,17172
2163,Turkmenistan,2004,112.79999999999998,4211000,19488
2164,Turkmenistan,2005,134.19000000000003,4252530,22872
2165,Turkmenistan,2006,143.84,4287650,28764
2166,Turkmenistan,2007,96.69000000000001,4342657,34992
2167,Turkmenistan,2008,117.58000000000001,4412135,52416
2168,Turkmenistan,2009,42.54,4484467,54096
2169,Turkmenistan,2010,45.74999999999999,4551185,59544
2170,Turkmenistan,2011,31.630000000000006,4626095,75828
2171,Turkmenistan,2012,30.6,4690058,89976
2172,Turkmenistan,2013,23.289999999999996,4748055,99060
2173,Turkmenistan,2014,28.15,4811227,108552
2174,Turkmenistan,2015,28.480000000000008,4886514,87912
2175,Ukraine,1987,294.03999999999996,47374200,16236
2176,Ukraine,1988,286.72,47549900,18852
2177,Ukraine,1989,316.32,47761700,20784
2178,Ukraine,1990,296.70000000000005,47971600,20376
2179,Ukraine,1991,297.91,48200600,19284
2180,Ukraine,1992,322.49000000000007,48487300,18300
2181,Ukraine,1993,352.11,48680500,16188
2182,Ukraine,1994,384.29,48619000,12972
2183,Ukraine,1995,396.66999999999996,48415300,11952
2184,Ukraine,1996,403.41999999999996,48174500,11100
2185,Ukraine,1997,395.67,47923000,12552
2186,Ukraine,1998,390.15,47675400,10548
2187,Ukraine,1999,376.06,47415400,7992
2188,Ukraine,2000,377.19000000000005,47125400,7956
2189,Ukraine,2001,348.14,46805969,9744
2190,Ukraine,2002,344.04999999999995,46060017,11040
2191,Ukraine,2003,337.0700000000001,45697383,13164
2192,Ukraine,2004,307.05,45322826,17184
2193,Ukraine,2005,297.18,44939270,23004
2194,Ukraine,2006,282.78999999999996,44560034,29016
2195,Ukraine,2007,281.12,44198672,38748
2196,Ukraine,2008,274.5,43856123,49248
2197,Ukraine,2009,279.25999999999993,43557944,32292
2198,Ukraine,2010,263.07000000000005,43296809,37692
2199,Ukraine,2011,263.99999999999994,43074791,45456
2200,Ukraine,2012,268.4700000000001,42915935,49152
2201,Ukraine,2014,250.5,40464165,39588
2202,Ukraine,2015,244.72,40345446,27072
2203,United Arab Emirates,2005,16.05,4280433,506352
2204,United Arab Emirates,2006,16.55,4923879,541320
2205,United Arab Emirates,2007,15.99,5695389,543420
2206,United Arab Emirates,2008,11.86,6510358,581484
2207,United Arab Emirates,2009,11.730000000000002,7252480,419520
2208,United Arab Emirates,2010,22.71,7839736,443568
2209,United Kingdom,1985,116.45,53006535,110772
2210,United Kingdom,1986,112.01,53119533,135876
2211,United Kingdom,1987,103.81,53239668,167952
2212,United Kingdom,1988,114.55,53310780,204864
2213,United Kingdom,1989,99.19000000000001,53425129,208188
2214,United Kingdom,1990,103.34000000000002,53557854,244932
2215,United Kingdom,1991,98.80000000000001,53903427,254412
2216,United Kingdom,1992,98.75,54076358,261780
2217,United Kingdom,1993,96.85,54283982,234636
2218,United Kingdom,1994,94.76000000000002,54497293,251124
2219,United Kingdom,1995,92.34,54746964,292668
2220,United Kingdom,1996,88.32000000000001,55012207,307308
2221,United Kingdom,1997,88.77999999999999,55266635,337092
2222,United Kingdom,1998,90.76,55527379,354096
2223,United Kingdom,1999,92.44000000000001,55833339,357984
2224,United Kingdom,2000,87.33,56133909,352296
2225,United Kingdom,2001,85.14,55571993,350148
2226,United Kingdom,2002,82.71,55908944,379560
2227,United Kingdom,2003,80.14999999999999,56171771,435468
2228,United Kingdom,2004,82.72,56455011,509832
2229,United Kingdom,2005,79.15999999999998,56809024,532464
2230,United Kingdom,2006,78.17,57091129,565956
2231,United Kingdom,2007,74.92,57382757,642912
2232,United Kingdom,2008,80.71000000000001,57683372,601332
2233,United Kingdom,2009,78.00000000000001,58013559,492888
2234,United Kingdom,2010,77.41000000000001,58403529,501576
2235,United Kingdom,2011,78.28999999999999,58881852,533892
2236,United Kingdom,2012,79.47,59708630,535020
2237,United Kingdom,2013,84.91999999999999,60091793,547128
2238,United Kingdom,2014,83.92999999999999,60570482,598872
2239,United Kingdom,2015,86.74,61082942,566880
2240,United States,1985,184.72000000000006,220723000,236316
2241,United States,1986,191.65000000000003,222953000,247056
2242,United States,1987,191.65999999999997,225148000,259572
2243,United States,1988,187.71000000000004,227353000,277236
2244,United States,1989,182.44,229487000,295848
2245,United States,1990,187.80000000000004,229952200,312048
2246,United States,1991,183.76999999999998,232955000,318036
2247,United States,1992,177.77,235565600,333120
2248,United States,1993,179.11999999999998,238092300,346692
2249,United States,1994,176.03000000000003,240614100,364500
2250,United States,1995,173.09000000000003,243164200,378216
2251,United States,1996,166.44999999999996,245997800,395136
2252,United States,1997,161.95999999999998,248486400,415728
2253,United States,1998,160.50999999999996,251332500,433968
2254,United States,1999,150.77000000000004,253748671,456864
2255,United States,2000,146.57999999999998,262246108,470616
2256,United States,2001,148.21999999999997,265427546,480216
2257,United States,2002,150.01999999999998,268759559,490140
2258,United States,2003,145.64,271041510,509616
2259,United States,2004,146.90000000000003,273584136,538404
2260,United States,2005,146.68,276106680,569076
2261,United States,2006,145.13000000000002,278980848,595992
2262,United States,2007,149.12,280658606,619020
2263,United States,2008,153.24,282355565,625536
2264,United States,2009,154.19,285162662,606756
2265,United States,2010,158.89000000000001,287839149,623868
2266,United States,2011,162.35999999999999,290313825,641424
2267,United States,2012,165.14,292827128,662040
2268,United States,2013,166.67,295322862,678240
2269,United States,2014,171.33000000000004,297749735,702372
2270,United States,2015,175.40999999999997,300078511,724644
2271,Uruguay,1985,178.61000000000004,2737400,20748
2272,Uruguay,1986,172.46999999999997,2757600,25584
2273,Uruguay,1987,164.43,2778900,31812
2274,Uruguay,1988,164.46,2799600,35208
2275,Uruguay,1989,196.45999999999998,2820700,35904
2276,Uruguay,1990,180.67,2834000,39372
2277,Uruguay,1993,223.02,2896228,62160
2278,Uruguay,1994,214.0,2920296,71808
2279,Uruguay,1995,237.94,2943816,78660
2280,Uruguay,1996,187.92999999999998,2967278,82968
2281,Uruguay,1997,233.91,2991662,96144
2282,Uruguay,1998,264.08,3014887,101040
2283,Uruguay,1999,243.62000000000003,3034833,94836
2284,Uruguay,2000,274.27000000000004,3050169,89796
2285,Uruguay,2001,236.12,3061024,81924
2286,Uruguay,2002,331.69,3065257,53268
2287,Uruguay,2003,259.25000000000006,3065772,47148
2288,Uruguay,2004,258.49,3066489,53556
2289,Uruguay,2005,241.31000000000003,3070178,67860
2290,Uruguay,2006,248.10999999999999,3077445,76344
2291,Uruguay,2007,266.31,3087957,90972
2292,Uruguay,2008,234.53,3100791,117516
2293,Uruguay,2009,237.75,3114306,121992
2294,Uruguay,2010,257.43,3127306,154584
2295,Uruguay,2012,264.34999999999997,3151939,195168
2296,Uruguay,2013,249.09,3164670,218148
2297,Uruguay,2014,248.63999999999993,3177645,216144
2298,Uruguay,2015,270.02000000000004,3190795,200352
2299,Uzbekistan,1990,129.35999999999999,17165700,9336
2300,Uzbekistan,1991,124.17999999999999,17347800,9456
2301,Uzbekistan,1992,111.28999999999999,18257000,8508
2302,Uzbekistan,1993,111.76,18509300,8496
2303,Uzbekistan,1994,110.85,19144700,8088
2304,Uzbekistan,1995,111.3,19599000,8172
2305,Uzbekistan,1996,125.05999999999999,19854500,8436
2306,Uzbekistan,1997,110.58,20364300,8688
2307,Uzbekistan,1998,108.3,20861200,8628
2308,Uzbekistan,1999,113.32999999999998,21329916,9612
2309,Uzbekistan,2000,120.31,21789067,7584
2310,Uzbekistan,2001,115.92,22231527,6156
2311,Uzbekistan,2002,95.28,22632256,5136
2312,Uzbekistan,2003,82.05999999999999,22982883,5292
2313,Uzbekistan,2004,68.03999999999999,23300841,6192
2314,Uzbekistan,2005,67.80999999999999,23600347,7272
2315,Uzbekistan,2009,60.86,25288102,15984
2316,Uzbekistan,2010,63.23000000000001,25651783,18396
2317,Uzbekistan,2011,67.14,25978049,21204
2318,Uzbekistan,2012,77.53000000000003,26381830,23568
2319,Uzbekistan,2013,78.85999999999999,26838924,25800
2320,Uzbekistan,2014,85.11999999999999,27313507,27708
