,country,continent,year,suicides_rate,population,gdp_per_capita,hdi
475,Colombia,South America,1990,43.43,29930973,16152,7.152
476,Colombia,South America,1991,43.57,30584178,16176,0.0
477,Colombia,South America,1992,49.48,29615400,19968,0.0
478,Colombia,South America,1993,49.23,30242200,22140,0.0
479,Colombia,South America,1994,55.95,30874600,31752,0.0
480,Colombia,South America,1995,49.64,33090899,33552,7.547999999999998
481,Colombia,South America,1996,53.17,33703636,34596,0.0
482,Colombia,South America,1997,52.77,34338825,37272,0.0
483,Colombia,South America,1998,81.68,34987039,33768,0.0
484,Colombia,South America,1999,84.1,35629408,29028,0.0
485,Colombia,South America,2000,89.78,36252342,33060,7.848
486,Colombia,South America,2001,88.27,36884428,31944,0.0
487,Colombia,South America,2002,81.38,37478276,31356,0.0
488,Colombia,South America,2003,79.85,38044513,29868,0.0
489,Colombia,South America,2004,84.25,38604716,36396,0.0
490,Colombia,South America,2005,74.84,39172790,44904,8.148000000000001
491,Colombia,South America,2006,78.41,39708676,49140,0.0
492,Colombia,South America,2007,74.25,40275206,61800,0.0
493,Colombia,South America,2008,74.22,40859129,71652,0.0
494,Colombia,South America,2009,73.83,41436173,67716,0.0
495,Colombia,South America,2010,67.24,41989103,82032,8.471999999999998
496,Colombia,South America,2011,62.88,42538305,94620,8.556
497,Colombia,South America,2012,66.45,43055864,103032,8.58
498,Colombia,South America,2013,63.53,43546298,104772,8.616
499,Colombia,South America,2014,66.62,44021800,103092,8.639999999999999
500,Colombia,South America,2015,70.4,44490427,78624,0.0
501,Costa Rica,North America,1985,69.46,2236200,25740,7.476000000000002
502,Costa Rica,North America,1986,89.84,2292900,28668,0.0
503,Costa Rica,North America,1987,85.56,2400700,29196,0.0
504,Costa Rica,North America,1988,88.98,2465200,29520,0.0
505,Costa Rica,North America,1989,84.77,2556000,32232,0.0
506,Costa Rica,North America,1990,93.27,2627800,33804,7.824000000000001
507,Costa Rica,North America,1991,61.72,2704000,31812,0.0
508,Costa Rica,North America,1992,72.54,2778400,36840,0.0
509,Costa Rica,North America,1993,98.83,2853700,40104,0.0
510,Costa Rica,North America,1994,80.79,2929100,42744,0.0
511,Costa Rica,North America,1995,79.18,3135200,44064,8.184000000000003
512,Costa Rica,North America,1996,94.86,3192446,43668,0.0
513,Costa Rica,North America,1997,80.63,3279559,45924,0.0
514,Costa Rica,North America,1998,92.09,3365726,48552,0.0
515,Costa Rica,North America,1999,85.06,3449923,49380,0.0
516,Costa Rica,North America,2000,88.29,3531421,50796,8.447999999999999
517,Costa Rica,North America,2001,76.03,3606850,52944,0.0
518,Costa Rica,North America,2002,95.62,3680372,53820,0.0
519,Costa Rica,North America,2003,115.88,3751871,54996,0.0
520,Costa Rica,North America,2004,100.72,3820857,58200,0.0
521,Costa Rica,North America,2005,78.73,3887096,61596,8.676
522,Costa Rica,North America,2006,100.83,3953916,68592,0.0
523,Costa Rica,North America,2007,75.35,4015241,79932,0.0
524,Costa Rica,North America,2008,72.27,4072561,90204,0.0
525,Costa Rica,North America,2009,77.37,4128459,88836,0.0
526,Costa Rica,North America,2010,84.35,4184663,106872,9.0
527,Costa Rica,North America,2011,89.83,4235514,119736,9.072000000000001
528,Costa Rica,North America,2012,80.76,4290210,129984,9.132
529,Costa Rica,North America,2013,89.26,4347229,137316,9.168000000000001
530,Costa Rica,North America,2014,70.85,4403674,137820,9.191999999999998
531,Croatia,Europe,1995,305.54,4497400,59736,8.328000000000001
532,Croatia,Europe,1996,334.79,4220800,67320,0.0
533,Croatia,Europe,1997,313.7,4295100,66552,0.0
534,Croatia,Europe,1998,344.3,4227900,72180,0.0
535,Croatia,Europe,1999,327.28,4283800,65508,0.0
536,Croatia,Europe,2000,322.75,4118000,63456,8.988000000000003
537,Croatia,Europe,2001,287.54,4180633,66852,0.0
538,Croatia,Europe,2002,304.12,4217300,76476,0.0
539,Croatia,Europe,2003,281.69,4225600,98424,0.0
540,Croatia,Europe,2004,302.24,4229600,117948,0.0
541,Croatia,Europe,2005,269.57,4235875,128664,9.384
542,Croatia,Europe,2006,248.22,4234946,142968,0.0
543,Croatia,Europe,2007,243.45,4230855,170448,0.0
544,Croatia,Europe,2008,265.69,4225583,200160,0.0
545,Croatia,Europe,2009,254.29,4216050,178464,0.0
546,Croatia,Europe,2010,241.97,4203963,170784,9.684000000000003
547,Croatia,Europe,2011,221.11,4189029,178680,9.768
548,Croatia,Europe,2012,239.01,4054296,167424,9.804
549,Croatia,Europe,2013,210.3,4044457,172344,9.804
550,Croatia,Europe,2014,222.04,4030452,171588,9.815999999999997
551,Croatia,Europe,2015,229.68,4001669,148212,0.0
552,Croatia,Europe,2016,213.56,3567043,129050,0.0
553,Cuba,North America,1992,369.71,9915600,26724,0.0
554,Cuba,North America,1993,392.93,10004200,26832,0.0
555,Cuba,North America,1994,363.31,10089300,33840,0.0
556,Cuba,North America,1995,352.76,10168400,35916,7.836000000000002
557,Cuba,North America,1996,316.23,10241600,29316,0.0
558,Cuba,North America,1997,317.4,10260492,29664,0.0
559,Cuba,North America,1998,326.98,10307978,29964,0.0
560,Cuba,North America,1999,306.12,10350039,32892,0.0
561,Cuba,North America,2000,272.77,10397209,35280,8.220000000000002
562,Cuba,North America,2001,244.51,10433428,36444,0.0
563,Cuba,North America,2002,240.42,10479415,38460,0.0
564,Cuba,North America,2003,221.12,10531074,40908,0.0
565,Cuba,North America,2004,216.12,10578701,43332,0.0
566,Cuba,North America,2005,205.94,10616406,48204,8.760000000000002
567,Cuba,North America,2006,202.55,10653638,59412,0.0
568,Cuba,North America,2007,188.18,10678023,65856,0.0
569,Cuba,North America,2008,190.99,10693814,68232,0.0
570,Cuba,North America,2009,201.33,10708230,69564,0.0
571,Cuba,North America,2010,202.13,10725848,71964,9.336000000000002
572,Cuba,North America,2011,207.05,10748034,77028,9.312
573,Cuba,North America,2012,204.0,10770535,81492,9.264000000000001
574,Cuba,North America,2013,190.46,10792690,85776,9.216
575,Cuba,North America,2014,184.63,10813411,89508,9.228
576,Cuba,North America,2015,194.31,10832068,96528,0.0
577,Cyprus,Europe,1999,1.57,856733,148668,0.0
578,Cyprus,Europe,2000,8.36,875229,139620,9.6
579,Cyprus,Europe,2004,9.17,690616,302724,0.0
580,Cyprus,Europe,2005,24.74,701263,320052,9.959999999999999
581,Cyprus,Europe,2006,27.64,713426,343200,0.0
582,Cyprus,Europe,2007,36.17,728566,396576,0.0
583,Cyprus,Europe,2008,59.07,747034,447204,0.0
584,Cyprus,Europe,2009,55.53,767174,405792,0.0
585,Cyprus,Europe,2010,58.88,787081,389724,10.176000000000002
586,Cyprus,Europe,2011,43.78,800820,410988,10.224000000000002
587,Cyprus,Europe,2012,42.9,814305,369024,10.224000000000002
588,Cyprus,Europe,2013,64.61,813016,355488,10.199999999999998
589,Cyprus,Europe,2014,57.1,804818,348288,10.199999999999998
590,Cyprus,Europe,2015,49.59,796037,296616,0.0
591,Cyprus,Europe,2016,47.15,711344,250980,0.0
592,Czech Republic,Europe,1990,314.22,9710900,50016,9.132
593,Czech Republic,Europe,1991,292.01,9667500,36840,0.0
594,Czech Republic,Europe,1992,303.21,9681900,42876,0.0
595,Czech Republic,Europe,1993,297.64,9703400,50232,0.0
596,Czech Republic,Europe,1994,293.28,9723700,58692,0.0
597,Czech Republic,Europe,1995,264.4,9744300,73608,9.42
598,Czech Republic,Europe,1996,243.48,9763900,82332,0.0
599,Czech Republic,Europe,1997,234.13,9786700,75768,0.0
600,Czech Republic,Europe,1998,226.7,9808300,81348,0.0
601,Czech Republic,Europe,1999,236.93,9819215,79272,0.0
602,Czech Republic,Europe,2000,226.64,9819742,75336,9.851999999999999
603,Czech Republic,Europe,2001,220.92,9838083,82356,0.0
604,Czech Republic,Europe,2002,212.15,9752463,100788,0.0
605,Czech Republic,Europe,2003,234.88,9748550,122640,0.0
606,Czech Republic,Europe,2004,203.02,9746647,146712,0.0
607,Czech Republic,Europe,2005,193.4,9761733,167532,10.163999999999996
608,Czech Republic,Europe,2006,178.4,9780319,190752,0.0
609,Czech Republic,Europe,2007,170.78,9818295,231276,0.0
610,Czech Republic,Europe,2008,175.01,9899594,285732,0.0
611,Czech Republic,Europe,2009,179.71,9937407,248976,0.0
612,Czech Republic,Europe,2010,175.62,9945273,250344,10.355999999999996
613,Czech Republic,Europe,2011,186.24,9906318,276120,10.391999999999998
614,Czech Republic,Europe,2012,196.23,9923127,250776,10.404
615,Czech Republic,Europe,2013,186.07,9936780,252876,10.416000000000002
616,Czech Republic,Europe,2014,175.29,9963127,250308,10.439999999999998
617,Czech Republic,Europe,2015,170.87,9989325,224436,0.0
618,Czech Republic,Europe,2016,161.76,8929942,195050,0.0
619,Denmark,Europe,1994,253.22,4874900,384408,0.0
620,Denmark,Europe,1995,239.13,4889100,454092,9.959999999999999
621,Denmark,Europe,1996,229.56,4917300,457896,0.0
622,Denmark,Europe,1997,218.46,4937300,421776,0.0
623,Denmark,Europe,1998,188.68,4956400,428520,0.0
624,Denmark,Europe,1999,183.09,4976200,429156,0.0
625,Denmark,Europe,2000,181.07,4998610,394092,10.344
626,Denmark,Europe,2001,186.17,5018451,394044,0.0
627,Denmark,Europe,2002,176.51,5041222,425220,0.0
628,Denmark,Europe,2003,156.7,5056783,517548,0.0
629,Denmark,Europe,2004,161.78,5072927,594624,0.0
630,Denmark,Europe,2005,164.23,5089852,623520,10.823999999999998
631,Denmark,Europe,2006,162.08,5110460,664248,0.0
632,Denmark,Europe,2007,139.96,5133001,746748,0.0
633,Denmark,Europe,2008,143.05,5162525,821364,0.0
634,Denmark,Europe,2009,144.7,5192790,742356,0.0
635,Denmark,Europe,2010,130.02,5217785,740532,10.895999999999995
636,Denmark,Europe,2011,126.33,5244150,787176,11.040000000000001
637,Denmark,Europe,2012,143.21,5270539,744852,11.051999999999998
638,Denmark,Europe,2013,134.55,5299698,777972,11.075999999999999
639,Denmark,Europe,2014,137.73,5339166,793368,11.075999999999999
640,Denmark,Europe,2015,121.42,5383060,671664,0.0
641,Dominica,North America,1985,0.0,66400,17820,0.0
642,Ecuador,South America,1985,82.52,7661800,26856,7.572000000000002
643,Ecuador,South America,1986,76.54,7881300,23316,0.0
644,Ecuador,South America,1987,62.53,8356800,20028,0.0
645,Ecuador,South America,1988,75.29,8593200,18228,0.0
646,Ecuador,South America,1989,70.38,8578619,19428,0.0
647,Ecuador,South America,1990,60.48,8800933,20784,7.739999999999998
648,Ecuador,South America,1991,66.96,9091700,22428,0.0
649,Ecuador,South America,1992,75.8,9253155,23460,0.0
650,Ecuador,South America,1993,70.91,9488483,23952,0.0
651,Ecuador,South America,1994,67.67,9725255,28020,0.0
652,Ecuador,South America,1995,68.22,9960563,29436,7.98
653,Ecuador,South America,1996,76.34,10195848,29688,0.0
654,Ecuador,South America,1997,67.02,10427773,32412,0.0
655,Ecuador,South America,1998,62.07,10656446,31512,0.0
656,Ecuador,South America,1999,71.93,10883283,21660,0.0
657,Ecuador,South America,2000,57.17,11109383,19800,8.088000000000003
658,Ecuador,South America,2001,67.24,11328328,25920,0.0
659,Ecuador,South America,2002,61.42,11548770,29664,0.0
660,Ecuador,South America,2003,70.56,11771002,33060,0.0
661,Ecuador,South America,2004,84.39,11994153,36612,0.0
662,Ecuador,South America,2005,96.73,12217643,40764,8.376000000000001
663,Ecuador,South America,2006,93.07,12449374,45108,0.0
664,Ecuador,South America,2007,95.97,12677354,48288,0.0
665,Ecuador,South America,2008,95.29,12903183,57444,0.0
666,Ecuador,South America,2009,94.25,13130161,57144,0.0
667,Ecuador,South America,2010,81.49,13360285,62472,8.604000000000003
668,Ecuador,South America,2011,81.8,13583553,70032,8.676
669,Ecuador,South America,2012,84.88,13815861,76368,8.724000000000002
670,Ecuador,South America,2013,62.88,14054613,81228,8.760000000000002
671,Ecuador,South America,2014,66.02,14295145,85392,8.784
672,Ecuador,South America,2015,97.39,14534024,81984,0.0
673,El Salvador,North America,1990,184.46,4510552,12816,6.264000000000002
674,El Salvador,North America,1991,171.3,4576985,13776,0.0
675,El Salvador,North America,1992,120.62,4591600,15192,0.0
676,El Salvador,North America,1993,123.69,4694300,17076,0.0
677,El Salvador,North America,1995,159.19,4836397,22140,6.791999999999999
678,El Salvador,North America,1996,145.16,4892391,23508,0.0
679,El Salvador,North America,1997,140.0,4949302,24780,0.0
680,El Salvador,North America,1998,122.83,5006338,26220,0.0
681,El Salvador,North America,1999,127.96,5062759,26748,0.0
682,El Salvador,North America,2000,110.55,5118189,27636,7.235999999999998
683,El Salvador,North America,2001,129.71,5175094,28476,0.0
684,El Salvador,North America,2002,113.19,5230458,29052,0.0
685,El Salvador,North America,2003,128.92,5283542,30084,0.0
686,El Salvador,North America,2004,111.56,5333170,30876,0.0
687,El Salvador,North America,2005,115.73,5378879,32796,7.656
688,El Salvador,North America,2006,99.57,5429044,35364,0.0
689,El Salvador,North America,2007,127.14,5467861,37332,0.0
690,El Salvador,North America,2008,125.82,5499287,39252,0.0
691,El Salvador,North America,2009,124.12,5528910,38208,0.0
692,El Salvador,North America,2010,97.92,5560453,39816,7.836000000000002
693,El Salvador,North America,2011,115.46,5585785,43572,7.895999999999997
694,El Salvador,North America,2012,123.14,5618823,45672,7.944
695,El Salvador,North America,2013,116.06,5657250,46620,7.967999999999999
696,El Salvador,North America,2014,101.84,5696329,47580,7.992000000000001
697,Estonia,Europe,1995,543.19,1356651,38688,8.628000000000002
698,Estonia,Europe,1996,528.72,1342202,42432,0.0
699,Estonia,Europe,1997,502.06,1331234,45672,0.0
700,Estonia,Europe,1998,427.52,1321719,51000,0.0
701,Estonia,Europe,1999,486.47,1313198,52332,0.0
702,Estonia,Europe,2000,364.64,1334175,51144,9.360000000000001
703,Estonia,Europe,2001,371.68,1325610,56532,0.0
704,Estonia,Europe,2002,358.3,1316690,66732,0.0
705,Estonia,Europe,2003,338.24,1307160,90276,0.0
706,Estonia,Europe,2004,299.46,1297650,111516,0.0
707,Estonia,Europe,2005,256.43,1288495,130440,9.888
708,Estonia,Europe,2006,242.63,1278915,159168,0.0
709,Estonia,Europe,2007,265.05,1270415,210048,0.0
710,Estonia,Europe,2008,244.57,1264005,229692,0.0
711,Estonia,Europe,2009,248.67,1259010,187308,0.0
712,Estonia,Europe,2010,229.07,1254225,186480,10.055999999999997
713,Estonia,Europe,2011,229.26,1249427,222540,10.188
714,Estonia,Europe,2012,241.61,1251631,220932,10.260000000000003
715,Estonia,Europe,2013,231.92,1243096,242652,10.308000000000002
716,Estonia,Europe,2014,258.91,1241852,253404,10.332
717,Estonia,Europe,2015,205.38,1243450,217788,0.0
718,Fiji,Oceania,2001,54.95,719459,27684,0.0
719,Fiji,Oceania,2002,110.54,723187,30576,0.0
720,Fiji,Oceania,2003,16.12,725591,38304,0.0
721,Fiji,Oceania,2004,90.49,728408,44928,0.0
722,Fiji,Oceania,2005,52.83,732607,49248,8.328000000000001
723,Fiji,Oceania,2006,30.77,737759,50472,0.0
724,Fiji,Oceania,2007,20.46,745055,54840,0.0
725,Fiji,Oceania,2008,47.48,753658,56100,0.0
726,Fiji,Oceania,2009,51.67,762403,45180,0.0
727,Fiji,Oceania,2011,106.97,776325,58344,8.639999999999999
728,Fiji,Oceania,2012,91.58,782939,60876,8.663999999999998
729,Finland,Europe,1987,347.35,4614100,238332,0.0
730,Finland,Europe,1988,354.04,4633600,282552,0.0
731,Finland,Europe,1989,373.36,4654300,306984,0.0
732,Finland,Europe,1990,396.22,4675100,363252,9.395999999999997
733,Finland,Europe,1991,377.58,4698500,326568,0.0
734,Finland,Europe,1992,349.87,4720900,286284,0.0
735,Finland,Europe,1993,333.0,4741000,225912,0.0
736,Finland,Europe,1994,330.24,4761600,260388,0.0
737,Finland,Europe,1995,324.96,4781300,336816,9.779999999999996
738,Finland,Europe,1996,289.65,4802200,330096,0.0
739,Finland,Europe,1997,310.35,4823200,315552,0.0
740,Finland,Europe,1998,301.43,4844673,331752,0.0
741,Finland,Europe,1999,283.11,4864255,333600,0.0
742,Finland,Europe,2000,265.65,4881820,308592,10.283999999999999
743,Finland,Europe,2001,267.19,4898983,316596,0.0
744,Finland,Europe,2002,255.52,4915614,340680,0.0
745,Finland,Europe,2003,243.45,4929856,416412,0.0
746,Finland,Europe,2004,243.95,4944765,477516,0.0
747,Finland,Europe,2005,230.52,4961784,494424,10.427999999999999
748,Finland,Europe,2006,233.8,4979740,521844,0.0
749,Finland,Europe,2007,223.08,4998853,613068,0.0
750,Finland,Europe,2008,220.29,5020096,678252,0.0
751,Finland,Europe,2009,228.49,5042316,598536,0.0
752,Finland,Europe,2010,215.21,5063494,587268,10.536
753,Finland,Europe,2011,203.61,5085985,645708,10.572000000000001
754,Finland,Europe,2012,187.01,5110450,602784,10.583999999999998
755,Finland,Europe,2013,196.83,5135433,630864,10.583999999999998
756,Finland,Europe,2014,177.16,5159944,633984,10.596
757,Finland,Europe,2015,161.19,5181797,538344,0.0
758,France,Europe,1985,348.9,51382600,129180,8.891999999999998
759,France,Europe,1986,351.77,51637600,179280,0.0
760,France,Europe,1987,331.03,51900800,215988,0.0
761,France,Europe,1988,312.72,52157600,234408,0.0
762,France,Europe,1989,312.53,52417900,234696,0.0
763,France,Europe,1990,302.73,52952900,287616,9.348
764,France,Europe,1991,298.1,53282900,285852,0.0
765,France,Europe,1992,301.47,53622300,313632,0.0
766,France,Europe,1993,312.69,53945400,294252,0.0
767,France,Europe,1994,299.95,54247100,308364,0.0
768,France,Europe,1995,292.62,54528500,352356,9.899999999999999
769,France,Europe,1996,271.22,54791600,351660,0.0
770,France,Europe,1997,266.33,55045500,316728,0.0
771,France,Europe,1998,253.65,55280700,326280,0.0
772,France,Europe,1999,245.83,55043393,325416,0.0
773,France,Europe,2000,257.23,55267624,295776,10.176000000000002
774,France,Europe,2001,239.94,55511272,297552,0.0
775,France,Europe,2002,238.64,55935517,320568,0.0
776,France,Europe,2003,241.31,56360402,391872,0.0
777,France,Europe,2004,232.51,56813922,446880,0.0
778,France,Europe,2005,232.09,57160687,461040,10.404
779,France,Europe,2006,220.63,57824447,481164,0.0
780,France,Europe,2007,213.69,58167011,548184,0.0
781,France,Europe,2008,216.21,58482967,598812,0.0
782,France,Europe,2009,216.24,58770727,549300,0.0
783,France,Europe,2010,211.17,59056283,536964,10.572000000000001
784,France,Europe,2011,211.18,59344643,578604,10.608000000000002
785,France,Europe,2012,198.98,59638457,540024,10.631999999999998
786,France,Europe,2013,192.33,59910069,563064,10.644000000000004
787,France,Europe,2014,179.56,60275954,567816,10.656
788,Georgia,Eurasia,1990,64.43,4986400,18660,0.0
789,Georgia,Eurasia,1991,53.05,5018550,15204,0.0
790,Georgia,Eurasia,1992,60.48,4988700,8880,0.0
791,Georgia,Eurasia,1994,37.3,4518900,6672,0.0
792,Georgia,Eurasia,1995,40.74,4410850,7332,0.0
793,Georgia,Eurasia,1996,59.7,4310350,8616,0.0
794,Georgia,Eurasia,1997,60.65,4240600,9936,0.0
795,Georgia,Eurasia,1998,49.3,4209250,10296,0.0
796,Georgia,Eurasia,1999,68.58,4187750,8028,0.0
797,Georgia,Eurasia,2000,46.64,4165600,8808,8.063999999999998
798,Georgia,Eurasia,2001,35.19,4140950,9324,0.0
799,Georgia,Eurasia,2004,66.54,4089850,15036,0.0
800,Georgia,Eurasia,2005,28.36,4132000,18624,8.532000000000002
801,Georgia,Eurasia,2006,23.51,4166500,22308,0.0
802,Georgia,Eurasia,2007,36.59,4154900,29376,0.0
803,Georgia,Eurasia,2009,65.06,4158750,31068,0.0
804,Georgia,Eurasia,2010,34.33,4193800,33300,8.82
805,Georgia,Eurasia,2011,36.31,4202600,41220,8.88
806,Georgia,Eurasia,2012,34.88,4200900,45264,8.964
807,Georgia,Eurasia,2013,55.57,4192600,46200,9.0
808,Georgia,Eurasia,2014,74.49,3470600,57084,9.047999999999998
809,Georgia,Eurasia,2015,84.68,3458400,48552,0.0
810,Germany,Europe,1990,259.45,74958800,282552,9.612
811,Germany,Europe,1991,258.11,75495900,295944,0.0
812,Germany,Europe,1992,250.04,76131700,334656,0.0
813,Germany,Europe,1993,235.5,76793400,323244,0.0
814,Germany,Europe,1994,230.79,77163400,343056,0.0
815,Germany,Europe,1995,233.58,77547500,401040,9.959999999999999
816,Germany,Europe,1996,216.42,77882500,385764,0.0
817,Germany,Europe,1997,210.96,78067900,341040,0.0
818,Germany,Europe,1998,200.51,78071100,344796,0.0
819,Germany,Europe,1999,189.24,78141200,337848,0.0
820,Germany,Europe,2000,185.55,78242066,299064,10.260000000000003
821,Germany,Europe,2001,185.78,78421514,298488,0.0
822,Germany,Europe,2002,183.96,78633771,317292,0.0
823,Germany,Europe,2003,181.24,78756461,381792,0.0
824,Germany,Europe,2004,172.23,78811814,429264,0.0
825,Germany,Europe,2005,161.49,78851254,435468,10.644000000000004
826,Germany,Europe,2006,152.52,78828994,457056,0.0
827,Germany,Europe,2007,146.52,78776585,524004,0.0
828,Germany,Europe,2008,145.52,78662789,572424,0.0
829,Germany,Europe,2009,145.52,78448602,522840,0.0
830,Germany,Europe,2010,152.17,78349067,523368,10.872
831,Germany,Europe,2011,152.82,78371140,575364,10.931999999999997
832,Germany,Europe,2012,148.31,78508115,541704,10.979999999999997
833,Germany,Europe,2013,153.08,77270988,582756,10.979999999999997
834,Germany,Europe,2014,153.04,77552369,602004,10.992000000000003
835,Germany,Europe,2015,150.34,78136683,518412,0.0
836,Greece,Europe,1985,58.17,9275400,61872,8.891999999999998
837,Greece,Europe,1986,61.21,9334000,72480,0.0
838,Greece,Europe,1987,63.06,9387400,83928,0.0
839,Greece,Europe,1988,60.12,9450000,96840,0.0
840,Greece,Europe,1989,54.53,9527500,99720,0.0
841,Greece,Europe,1990,51.49,9617000,122148,9.108000000000002
842,Greece,Europe,1991,54.57,9721144,129792,0.0
843,Greece,Europe,1992,48.93,9834155,141816,0.0
844,Greece,Europe,1993,53.1,9930405,131484,0.0
845,Greece,Europe,1994,46.84,10018932,139656,0.0
846,Greece,Europe,1995,49.68,10101632,162600,9.264000000000001
847,Greece,Europe,1996,45.13,10178479,171960,0.0
848,Greece,Europe,1997,47.66,10248806,167616,0.0
849,Greece,Europe,1998,48.27,10310630,168096,0.0
850,Greece,Europe,1999,45.74,10362363,165072,0.0
851,Greece,Europe,2000,44.86,10403059,150108,9.588000000000001
852,Greece,Europe,2001,38.81,10441529,156516,0.0
853,Greece,Europe,2002,38.35,10482045,176112,0.0
854,Greece,Europe,2003,40.67,10515665,230424,0.0
855,Greece,Europe,2004,40.92,10547290,273648,0.0
856,Greece,Europe,2005,46.53,10582816,280968,10.235999999999999
857,Greece,Europe,2006,45.41,10618891,308868,0.0
858,Greece,Europe,2007,33.91,10653591,358752,0.0
859,Greece,Europe,2008,40.3,10686723,398016,0.0
860,Greece,Europe,2009,40.97,10719618,369420,0.0
861,Greece,Europe,2010,39.9,10735384,334632,10.404
862,Greece,Europe,2011,48.68,10728724,321900,10.368000000000002
863,Greece,Europe,2012,53.32,10539802,279708,10.38
864,Greece,Europe,2013,55.11,10431289,275928,10.355999999999996
865,Greece,Europe,2014,59.82,10380547,274008,10.38
866,Greece,Europe,2015,56.06,10331286,227124,0.0
867,Grenada,North America,1985,25.08,85375,23580,0.0
868,Grenada,North America,1988,46.8,87300,32484,0.0
869,Grenada,North America,1989,65.09,81805,39216,0.0
870,Grenada,North America,1990,24.75,82000,40692,0.0
871,Grenada,North America,1991,0.0,82400,43800,0.0
872,Grenada,North America,1992,0.0,83528,44556,0.0
873,Grenada,North America,1993,34.21,85304,43584,0.0
874,Grenada,North America,1994,60.82,87036,44820,0.0
875,Grenada,North America,1995,51.95,88433,46428,0.0
876,Grenada,North America,1996,11.96,89772,49044,0.0
877,Grenada,North America,2001,0.0,91415,68316,0.0
878,Grenada,North America,2002,0.0,91908,70548,0.0
879,Grenada,North America,2003,69.18,92567,76620,0.0
880,Grenada,North America,2004,13.37,93202,77136,0.0
881,Grenada,North America,2005,160.82,93685,89064,0.0
882,Grenada,North America,2006,9.89,94126,89076,0.0
883,Grenada,North America,2007,48.34,94418,96420,0.0
884,Grenada,North America,2008,0.0,94585,104796,0.0
885,Grenada,North America,2009,0.0,94746,97680,0.0
886,Grenada,North America,2010,0.0,94980,97416,8.844
887,Grenada,North America,2011,20.73,95102,98256,8.868
888,Grenada,North America,2012,18.01,95426,100584,8.88
889,Grenada,North America,2013,0.0,95876,105468,8.904
890,Grenada,North America,2014,0.0,96393,113472,9.0
891,Grenada,North America,2015,0.0,96892,123480,0.0
892,Grenada,North America,2016,0.0,79012,108380,0.0
893,Guatemala,North America,1986,42.84,6924188,12528,0.0
894,Guatemala,North America,1987,57.92,7108740,11964,0.0
895,Guatemala,North America,1988,47.24,7300076,12888,0.0
896,Guatemala,North America,1989,35.23,7493108,13464,0.0
897,Guatemala,North America,1990,34.07,7683992,11952,5.795999999999999
898,Guatemala,North America,1991,33.52,7880665,14328,0.0
899,Guatemala,North America,1992,38.25,8069672,15528,0.0
900,Guatemala,North America,1993,31.17,8254958,16572,0.0
901,Guatemala,North America,1994,25.9,8443914,18456,0.0
902,Guatemala,North America,1995,34.13,8641512,20352,6.156
903,Guatemala,North America,1996,30.05,8832326,21300,0.0
904,Guatemala,North America,1997,26.51,9044205,23604,0.0
905,Guatemala,North America,1998,37.06,9273529,25092,0.0
906,Guatemala,North America,1999,36.5,9512666,23112,0.0
907,Guatemala,North America,2000,27.42,9755585,23724,6.623999999999999
908,Guatemala,North America,2001,30.59,10015097,22404,0.0
909,Guatemala,North America,2002,40.53,10277166,24264,0.0
910,Guatemala,North America,2003,37.34,10542980,24948,0.0
911,Guatemala,North America,2004,29.93,10817808,26580,0.0
912,Guatemala,North America,2005,32.61,11104906,29400,6.912000000000003
913,Guatemala,North America,2006,41.95,11397134,31836,0.0
914,Guatemala,North America,2007,40.27,11708397,34968,0.0
915,Guatemala,North America,2008,54.76,12032885,39024,0.0
916,Guatemala,North America,2009,57.57,12359945,36636,0.0
917,Guatemala,North America,2010,35.43,12682151,39120,7.331999999999998
918,Guatemala,North America,2011,34.69,13017342,43932,7.404
919,Guatemala,North America,2012,41.8,13335425,45348,7.487999999999999
920,Guatemala,North America,2013,40.69,13641878,47364,7.512000000000001
921,Guatemala,North America,2014,45.88,13947190,50520,7.523999999999998
922,Guatemala,North America,2015,44.85,14258397,53664,0.0
923,Guyana,South America,1988,91.92,654894,7584,0.0
924,Guyana,South America,1989,184.88,654104,6972,0.0
925,Guyana,South America,1990,177.06,653426,7284,6.503999999999999
926,Guyana,South America,1991,232.84,654620,6168,0.0
927,Guyana,South America,1992,182.15,656713,6732,0.0
928,Guyana,South America,1993,116.81,658831,8052,0.0
929,Guyana,South America,1994,162.2,660582,9828,0.0
930,Guyana,South America,1995,208.72,661682,11268,6.971999999999998
931,Guyana,South America,1996,128.31,659048,12840,0.0
932,Guyana,South America,1997,82.65,657584,13668,0.0
933,Guyana,South America,1998,64.86,657089,13104,0.0
934,Guyana,South America,1999,313.62,657094,12684,0.0
935,Guyana,South America,2001,380.76,660426,12648,0.0
936,Guyana,South America,2002,311.93,662839,13080,0.0
937,Guyana,South America,2003,382.54,664705,13392,0.0
938,Guyana,South America,2004,400.0,666308,14160,0.0
939,Guyana,South America,2005,333.96,667709,14820,7.416000000000001
940,Guyana,South America,2006,394.6,668408,26184,0.0
941,Guyana,South America,2007,373.75,668788,31224,0.0
942,Guyana,South America,2008,353.62,669253,34476,0.0
943,Guyana,South America,2009,301.78,670155,36912,0.0
944,Guyana,South America,2010,403.07,671825,40608,7.487999999999999
945,Guyana,South America,2011,349.53,675283,45780,7.56
946,Guyana,South America,2012,367.98,679356,50544,7.547999999999998
947,Guyana,South America,2013,356.38,683867,52464,7.608000000000001
948,Hungary,Europe,1991,575.0,9757766,42732,0.0
